Date/Time,Lot,Description,Address,Zip,Latitude,Longitude,Available,Map Point
03/15/2018 09:35:00 AM,Pier Deck,Reached from pier,Santa Monica Pier,90401,34.009333,-118.496389,150,"(34.009333, -118.496389)"
03/15/2018 09:45:00 AM,Pier Deck,Reached from pier,Santa Monica Pier,90401,34.009333,-118.496389,150,"(34.009333, -118.496389)"
03/15/2018 09:20:00 AM,Pier Deck,Reached from pier,Santa Monica Pier,90401,34.009333,-118.496389,150,"(34.009333, -118.496389)"
03/15/2018 10:10:00 AM,Pier Deck,Reached from pier,Santa Monica Pier,90401,34.009333,-118.496389,150,"(34.009333, -118.496389)"
03/15/2018 10:15:00 AM,Pier Deck,Reached from pier,Santa Monica Pier,90401,34.009333,-118.496389,150,"(34.009333, -118.496389)"
03/15/2018 10:00:00 AM,Pier Deck,Reached from pier,Santa Monica Pier,90401,34.009333,-118.496389,150,"(34.009333, -118.496389)"
03/15/2018 09:30:00 AM,Pier Deck,Reached from pier,Santa Monica Pier,90401,34.009333,-118.496389,150,"(34.009333, -118.496389)"
03/15/2018 09:50:00 AM,Pier Deck,Reached from pier,Santa Monica Pier,90401,34.009333,-118.496389,150,"(34.009333, -118.496389)"
03/15/2018 09:25:00 AM,Pier Deck,Reached from pier,Santa Monica Pier,90401,34.009333,-118.496389,150,"(34.009333, -118.496389)"
03/15/2018 10:05:00 AM,Pier Deck,Reached from pier,Santa Monica Pier,90401,34.009333,-118.496389,150,"(34.009333, -118.496389)"
03/15/2018 09:55:00 AM,Pier Deck,Reached from pier,Santa Monica Pier,90401,34.009333,-118.496389,150,"(34.009333, -118.496389)"
03/15/2018 10:20:00 AM,Pier Deck,Reached from pier,Santa Monica Pier,90401,34.009333,-118.496389,150,"(34.009333, -118.496389)"
03/15/2018 09:40:00 AM,Pier Deck,Reached from pier,Santa Monica Pier,90401,34.009333,-118.496389,150,"(34.009333, -118.496389)"
03/15/2018 11:25:00 AM,Pier Deck,Reached from pier,Santa Monica Pier,90401,34.009333,-118.496389,150,"(34.009333, -118.496389)"
03/15/2018 10:40:00 AM,Pier Deck,Reached from pier,Santa Monica Pier,90401,34.009333,-118.496389,150,"(34.009333, -118.496389)"
03/15/2018 10:30:00 AM,Pier Deck,Reached from pier,Santa Monica Pier,90401,34.009333,-118.496389,150,"(34.009333, -118.496389)"
03/15/2018 11:15:00 AM,Pier Deck,Reached from pier,Santa Monica Pier,90401,34.009333,-118.496389,150,"(34.009333, -118.496389)"
03/15/2018 10:45:00 AM,Pier Deck,Reached from pier,Santa Monica Pier,90401,34.009333,-118.496389,150,"(34.009333, -118.496389)"
03/15/2018 10:55:00 AM,Pier Deck,Reached from pier,Santa Monica Pier,90401,34.009333,-118.496389,150,"(34.009333, -118.496389)"
03/15/2018 10:35:00 AM,Pier Deck,Reached from pier,Santa Monica Pier,90401,34.009333,-118.496389,150,"(34.009333, -118.496389)"
03/15/2018 10:25:00 AM,Pier Deck,Reached from pier,Santa Monica Pier,90401,34.009333,-118.496389,150,"(34.009333, -118.496389)"
03/15/2018 11:00:00 AM,Pier Deck,Reached from pier,Santa Monica Pier,90401,34.009333,-118.496389,150,"(34.009333, -118.496389)"
03/15/2018 11:20:00 AM,Pier Deck,Reached from pier,Santa Monica Pier,90401,34.009333,-118.496389,150,"(34.009333, -118.496389)"
03/15/2018 10:50:00 AM,Pier Deck,Reached from pier,Santa Monica Pier,90401,34.009333,-118.496389,150,"(34.009333, -118.496389)"
03/15/2018 11:05:00 AM,Pier Deck,Reached from pier,Santa Monica Pier,90401,34.009333,-118.496389,150,"(34.009333, -118.496389)"
03/15/2018 11:10:00 AM,Pier Deck,Reached from pier,Santa Monica Pier,90401,34.009333,-118.496389,150,"(34.009333, -118.496389)"
03/14/2018 01:45:00 PM,Pier Deck,Reached from pier,Santa Monica Pier,90401,34.009333,-118.496389,150,"(34.009333, -118.496389)"
03/14/2018 01:40:00 PM,Pier Deck,Reached from pier,Santa Monica Pier,90401,34.009333,-118.496389,150,"(34.009333, -118.496389)"
03/14/2018 01:30:00 PM,Pier Deck,Reached from pier,Santa Monica Pier,90401,34.009333,-118.496389,150,"(34.009333, -118.496389)"
03/14/2018 01:15:00 PM,Pier Deck,Reached from pier,Santa Monica Pier,90401,34.009333,-118.496389,150,"(34.009333, -118.496389)"
03/14/2018 02:15:00 PM,Pier Deck,Reached from pier,Santa Monica Pier,90401,34.009333,-118.496389,150,"(34.009333, -118.496389)"
03/14/2018 01:50:00 PM,Pier Deck,Reached from pier,Santa Monica Pier,90401,34.009333,-118.496389,150,"(34.009333, -118.496389)"
03/14/2018 02:00:00 PM,Pier Deck,Reached from pier,Santa Monica Pier,90401,34.009333,-118.496389,150,"(34.009333, -118.496389)"
03/14/2018 01:25:00 PM,Pier Deck,Reached from pier,Santa Monica Pier,90401,34.009333,-118.496389,150,"(34.009333, -118.496389)"
03/14/2018 01:20:00 PM,Pier Deck,Reached from pier,Santa Monica Pier,90401,34.009333,-118.496389,150,"(34.009333, -118.496389)"
03/14/2018 01:35:00 PM,Pier Deck,Reached from pier,Santa Monica Pier,90401,34.009333,-118.496389,150,"(34.009333, -118.496389)"
03/14/2018 01:55:00 PM,Pier Deck,Reached from pier,Santa Monica Pier,90401,34.009333,-118.496389,150,"(34.009333, -118.496389)"
03/14/2018 02:10:00 PM,Pier Deck,Reached from pier,Santa Monica Pier,90401,34.009333,-118.496389,150,"(34.009333, -118.496389)"
03/14/2018 02:05:00 PM,Pier Deck,Reached from pier,Santa Monica Pier,90401,34.009333,-118.496389,150,"(34.009333, -118.496389)"
03/14/2018 02:20:00 PM,Pier Deck,Reached from pier,Santa Monica Pier,90401,34.009333,-118.496389,150,"(34.009333, -118.496389)"
03/14/2018 03:00:00 PM,Pier Deck,Reached from pier,Santa Monica Pier,90401,34.009333,-118.496389,150,"(34.009333, -118.496389)"
03/14/2018 02:35:00 PM,Pier Deck,Reached from pier,Santa Monica Pier,90401,34.009333,-118.496389,150,"(34.009333, -118.496389)"
03/14/2018 03:10:00 PM,Pier Deck,Reached from pier,Santa Monica Pier,90401,34.009333,-118.496389,150,"(34.009333, -118.496389)"
03/14/2018 02:30:00 PM,Pier Deck,Reached from pier,Santa Monica Pier,90401,34.009333,-118.496389,150,"(34.009333, -118.496389)"
03/14/2018 03:15:00 PM,Pier Deck,Reached from pier,Santa Monica Pier,90401,34.009333,-118.496389,150,"(34.009333, -118.496389)"
03/14/2018 02:45:00 PM,Pier Deck,Reached from pier,Santa Monica Pier,90401,34.009333,-118.496389,150,"(34.009333, -118.496389)"
03/14/2018 03:05:00 PM,Pier Deck,Reached from pier,Santa Monica Pier,90401,34.009333,-118.496389,150,"(34.009333, -118.496389)"
03/14/2018 02:55:00 PM,Pier Deck,Reached from pier,Santa Monica Pier,90401,34.009333,-118.496389,150,"(34.009333, -118.496389)"
03/14/2018 02:50:00 PM,Pier Deck,Reached from pier,Santa Monica Pier,90401,34.009333,-118.496389,150,"(34.009333, -118.496389)"
03/14/2018 02:40:00 PM,Pier Deck,Reached from pier,Santa Monica Pier,90401,34.009333,-118.496389,150,"(34.009333, -118.496389)"
03/14/2018 03:20:00 PM,Pier Deck,Reached from pier,Santa Monica Pier,90401,34.009333,-118.496389,150,"(34.009333, -118.496389)"
03/14/2018 02:25:00 PM,Pier Deck,Reached from pier,Santa Monica Pier,90401,34.009333,-118.496389,150,"(34.009333, -118.496389)"
03/14/2018 04:05:00 PM,Pier Deck,Reached from pier,Santa Monica Pier,90401,34.009333,-118.496389,150,"(34.009333, -118.496389)"
03/14/2018 03:50:00 PM,Pier Deck,Reached from pier,Santa Monica Pier,90401,34.009333,-118.496389,150,"(34.009333, -118.496389)"
03/14/2018 04:20:00 PM,Pier Deck,Reached from pier,Santa Monica Pier,90401,34.009333,-118.496389,150,"(34.009333, -118.496389)"
03/14/2018 03:35:00 PM,Pier Deck,Reached from pier,Santa Monica Pier,90401,34.009333,-118.496389,150,"(34.009333, -118.496389)"
03/14/2018 04:10:00 PM,Pier Deck,Reached from pier,Santa Monica Pier,90401,34.009333,-118.496389,150,"(34.009333, -118.496389)"
03/14/2018 04:00:00 PM,Pier Deck,Reached from pier,Santa Monica Pier,90401,34.009333,-118.496389,150,"(34.009333, -118.496389)"
03/14/2018 04:15:00 PM,Pier Deck,Reached from pier,Santa Monica Pier,90401,34.009333,-118.496389,150,"(34.009333, -118.496389)"
03/14/2018 03:55:00 PM,Pier Deck,Reached from pier,Santa Monica Pier,90401,34.009333,-118.496389,150,"(34.009333, -118.496389)"
03/14/2018 03:45:00 PM,Pier Deck,Reached from pier,Santa Monica Pier,90401,34.009333,-118.496389,150,"(34.009333, -118.496389)"
03/14/2018 03:40:00 PM,Pier Deck,Reached from pier,Santa Monica Pier,90401,34.009333,-118.496389,150,"(34.009333, -118.496389)"
03/14/2018 04:25:00 PM,Pier Deck,Reached from pier,Santa Monica Pier,90401,34.009333,-118.496389,150,"(34.009333, -118.496389)"
03/14/2018 03:30:00 PM,Pier Deck,Reached from pier,Santa Monica Pier,90401,34.009333,-118.496389,150,"(34.009333, -118.496389)"
03/14/2018 03:25:00 PM,Pier Deck,Reached from pier,Santa Monica Pier,90401,34.009333,-118.496389,150,"(34.009333, -118.496389)"
03/14/2018 05:15:00 PM,Pier Deck,Reached from pier,Santa Monica Pier,90401,34.009333,-118.496389,150,"(34.009333, -118.496389)"
03/14/2018 04:30:00 PM,Pier Deck,Reached from pier,Santa Monica Pier,90401,34.009333,-118.496389,150,"(34.009333, -118.496389)"
03/14/2018 05:10:00 PM,Pier Deck,Reached from pier,Santa Monica Pier,90401,34.009333,-118.496389,150,"(34.009333, -118.496389)"
03/14/2018 04:50:00 PM,Pier Deck,Reached from pier,Santa Monica Pier,90401,34.009333,-118.496389,150,"(34.009333, -118.496389)"
03/14/2018 04:40:00 PM,Pier Deck,Reached from pier,Santa Monica Pier,90401,34.009333,-118.496389,150,"(34.009333, -118.496389)"
03/14/2018 04:35:00 PM,Pier Deck,Reached from pier,Santa Monica Pier,90401,34.009333,-118.496389,150,"(34.009333, -118.496389)"
03/14/2018 05:05:00 PM,Pier Deck,Reached from pier,Santa Monica Pier,90401,34.009333,-118.496389,150,"(34.009333, -118.496389)"
03/14/2018 04:45:00 PM,Pier Deck,Reached from pier,Santa Monica Pier,90401,34.009333,-118.496389,150,"(34.009333, -118.496389)"
03/14/2018 04:55:00 PM,Pier Deck,Reached from pier,Santa Monica Pier,90401,34.009333,-118.496389,150,"(34.009333, -118.496389)"
03/14/2018 05:25:00 PM,Pier Deck,Reached from pier,Santa Monica Pier,90401,34.009333,-118.496389,150,"(34.009333, -118.496389)"
03/14/2018 05:00:00 PM,Pier Deck,Reached from pier,Santa Monica Pier,90401,34.009333,-118.496389,150,"(34.009333, -118.496389)"
03/14/2018 05:30:00 PM,Pier Deck,Reached from pier,Santa Monica Pier,90401,34.009333,-118.496389,150,"(34.009333, -118.496389)"
03/14/2018 05:20:00 PM,Pier Deck,Reached from pier,Santa Monica Pier,90401,34.009333,-118.496389,150,"(34.009333, -118.496389)"
03/14/2018 06:35:00 PM,Pier Deck,Reached from pier,Santa Monica Pier,90401,34.009333,-118.496389,150,"(34.009333, -118.496389)"
03/14/2018 06:30:00 PM,Pier Deck,Reached from pier,Santa Monica Pier,90401,34.009333,-118.496389,150,"(34.009333, -118.496389)"
03/14/2018 05:45:00 PM,Pier Deck,Reached from pier,Santa Monica Pier,90401,34.009333,-118.496389,150,"(34.009333, -118.496389)"
03/14/2018 06:15:00 PM,Pier Deck,Reached from pier,Santa Monica Pier,90401,34.009333,-118.496389,150,"(34.009333, -118.496389)"
